Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
EBG,svm,claude-3.5,bertscore,True,0.017999857795989595,0.015597112599164164,-0.012313023294535666,0.04806633807373702,0.0015597112599164166,Inconclusive
EBG,svm,claude-3.5,pinc,True,-0.021735975767783727,0.02202530105145757,-0.06453258447019593,0.021307519106267804,0.0022025301051457574,Inconclusive
EBG,roberta,claude-3.5,binary_acc1,False,-0.1451073030348503,0.3014092661763364,-0.7310318065064965,0.46928373069019264,0.03014092661763364,Inconclusive
EBG,roberta,claude-3.5,binary_acc5,False,-0.08281816625911975,0.15837475646348256,-0.38737724545341956,0.22699291144150469,0.015837475646348256,Inconclusive
EBG,roberta,claude-3.5,true_class_confidence,False,0.024276585939356315,0.07563266745087376,-0.11977828228331995,0.17865463932782177,0.007563266745087376,Inconclusive
EBG,roberta,claude-3.5,entropy,True,0.011473974184180545,0.07478611044699737,-0.12707206888910594,0.16513705459299027,0.007478611044699737,Inconclusive
EBG,roberta,claude-3.5,bertscore,True,0.01780896212441143,0.015399345792746403,-0.012750080773121246,0.04820161003261007,0.0015399345792746404,Inconclusive
EBG,roberta,claude-3.5,pinc,True,-0.021760585451861738,0.02248436981177654,-0.06675438982868155,0.02096727635635947,0.002248436981177654,Inconclusive
EBG,logreg,gpt-4o,binary_acc1,False,0.21557401039698137,0.1604816690819321,-0.10482537448327178,0.5164489808138052,0.01604816690819321,Inconclusive
EBG,logreg,gpt-4o,binary_acc5,False,0.009901496527119115,0.1381463958758392,-0.2504174972842801,0.2879520020420575,0.013814639587583923,Inconclusive
EBG,logreg,gpt-4o,true_class_confidence,False,0.07684760737225854,0.08796657420514187,-0.09303538594490487,0.2487672680236763,0.008796657420514187,Inconclusive
EBG,logreg,gpt-4o,entropy,True,0.1051981775201305,0.07862315038215142,-0.04502541299397621,0.26334320806658235,0.007862315038215143,Inconclusive
EBG,logreg,gpt-4o,bertscore,True,-0.016172148122797717,0.0282529944165173,-0.0716002253862649,0.04011969355365639,0.0028252994416517302,Inconclusive
EBG,logreg,gpt-4o,pinc,True,-0.004261594319487079,0.030550520313660658,-0.0639804175686158,0.05532938598922832,0.003055052031366066,Inconclusive
EBG,svm,gpt-4o,binary_acc1,False,0.2129356242643101,0.1594538485296022,-0.08903828622632726,0.5372865709975305,0.01594538485296022,Inconclusive
EBG,svm,gpt-4o,binary_acc5,False,0.0084283905362686,0.1364574382222574,-0.2650185889994576,0.2721678387658629,0.01364574382222574,Inconclusive
EBG,svm,gpt-4o,true_class_confidence,False,0.0777606638260133,0.08799488185655614,-0.09104876406127506,0.2532715805660911,0.008799488185655615,Inconclusive
EBG,svm,gpt-4o,entropy,True,0.1070527372682422,0.07846527037062948,-0.05266747556146052,0.2545122072153491,0.007846527037062947,Inconclusive
EBG,svm,gpt-4o,bertscore,True,-0.01623184754901347,0.027861890482945083,-0.07024661268721288,0.03873272721935346,0.0027861890482945087,Inconclusive
EBG,svm,gpt-4o,pinc,True,-0.0053626434504404985,0.030907984440571214,-0.06753286019293063,0.05490530125352492,0.0030907984440571214,Inconclusive
EBG,roberta,gpt-4o,binary_acc1,False,0.21536727588478202,0.16328705054440334,-0.11723936264219427,0.5195055423276412,0.016328705054440337,Inconclusive
EBG,roberta,gpt-4o,binary_acc5,False,0.013228486914437928,0.14007609551014738,-0.25394779621874164,0.29520854129700613,0.014007609551014738,Inconclusive
